collection_date,route,advance_days,representative_fare,first_base_fare,first_route_index,calendar_base_fare,calendar_route_index,index_difference
2026-07-05,DEL_CCU,1,12144.46,11537.265,105.26290242964862,12325.0,98.53517241379309,-6.727730015855528
2026-07-05,HYD_DEL,1,10305.335,10507.67,98.07440660013114,10728.94,96.05175348170462,-2.0226531184265184
2026-07-05,MAA_DEL,1,14061.82,14184.83,99.13280596242605,14184.83,99.13280596242605,0.0
2026-07-05,BLR_DEL,7,11594.14,10173.86,113.96008987739165,10508.55,110.33054036950864,-3.629549507883013
2026-07-05,BLR_HYD,7,6504.81,5977.64,108.8190322602231,6172.19,105.38901103174076,-3.4300212284823317
2026-07-05,BOM_BLR,7,8681.064999999999,7932.34,109.43889192848515,8250.02,105.22477521266613,-4.214116715819017
2026-07-05,BOM_DEL,7,9751.295,9014.355,108.17518280564722,9447.32,103.21757916530827,-4.957603640338959
2026-07-05,CCU_DEL,7,10930.99,10115.5,108.0617863674559,9879.91,110.63855844840691,2.5767720809510166
2026-07-05,DEL_BLR,7,11095.96,9534.44,116.37767923443852,10578.72,104.88943841977101,-11.488240814667506
2026-07-05,DEL_BOM,7,10318.26,9592.17,107.56961146435063,9533.93,108.22672287293906,0.6571114085884346
2026-07-05,DEL_CCU,7,10768.02,10379.28,103.74534649802298,9891.904999999999,108.8568885366368,5.11154203861382
2026-07-05,HYD_DEL,7,9117.7,8597.87,106.04603233126343,8497.07,107.30404715978568,1.2580148285222492
2026-07-05,MAA_DEL,7,12454.02,11078.26,112.41855670475327,11078.26,112.41855670475327,0.0
2026-07-05,BLR_DEL,15,8550.195,8999.96,95.00258890039512,8999.96,95.00258890039512,0.0
2026-07-05,BLR_HYD,15,4789.71,5421.8,88.3416946401564,5185.2,92.37271464938672,4.031020009230318
2026-07-05,BOM_BLR,15,7218.01,6400.97,112.76431540844591,7089.44,101.81354239545016,-10.950773012995754
2026-07-05,BOM_DEL,15,8545.505000000001,7879.1,108.45788224543413,8033.74,106.37019619753691,-2.087686047897222
2026-07-05,CCU_DEL,15,8148.36,7770.5,104.86275014477833,8355.255000000001,97.52377396022023,-7.338976184558106
2026-07-05,DEL_BLR,15,8762.880000000001,8958.545,97.81588416422534,8936.68,98.055206183952,0.23932201972665723
2026-07-05,DEL_BOM,15,8361.61,7519.805,111.19450570859217,7972.299999999999,104.88328336866401,-6.311222339928165
2026-07-05,DEL_CCU,15,8426.73,8472.825,99.45596657549281,8531.59,98.77092077795581,-0.6850457975370006
2026-07-05,HYD_DEL,15,6674.49,7450.45,89.58505862062023,7321.14,91.16735918176677,1.582300561146539
2026-07-05,MAA_DEL,15,9221.64,9493.135,97.14009123434987,9318.744999999999,98.9579605408239,1.8178693064740372
2026-07-05,BLR_DEL,30,7641.65,7815.85,97.77119571127899,7815.85,97.77119571127899,0.0
2026-07-05,BLR_HYD,30,4432.715,4301.545,103.04936947073668,4560.139999999999,97.2056778958541,-5.843691574882584
2026-07-05,BOM_BLR,30,5626.56,6115.514999999999,92.004679900221,6115.514999999999,92.004679900221,0.0
2026-07-05,BOM_DEL,30,6696.18,6848.37,97.77771936971864,6988.25,95.82055593317355,-1.9571634365450876
2026-07-05,CCU_DEL,30,7574.72,6733.35,112.49556312979423,7502.62,100.96099762482973,-11.534565504964505
2026-07-05,DEL_BLR,30,7819.21,7623.15,102.57190269114473,7819.21,100.0,-2.5719026911447287
2026-07-05,DEL_BOM,30,6602.88,7151.67,92.32640767820664,7062.97,93.48588483315092,1.159477154944284
2026-07-05,DEL_CCU,30,7236.205,7713.21,93.81573949108089,7450.09,97.12909508475737,3.3133555936764765
2026-07-05,HYD_DEL,30,6265.21,6347.889999999999,98.69751996332641,6342.99,98.77376442340284,0.07624446007642405
2026-07-05,MAA_DEL,30,7742.875,8161.56,94.87003710075034,8088.77,95.72376269816053,0.8537255974101896
2026-07-05,BLR_DEL,45,6841.43,8566.51,79.86251110428869,7502.725,91.18593577666782,11.323424672379133
2026-07-05,BLR_HYD,45,4270.92,4603.35,92.7785199908762,4361.68,97.91915041910457,5.140630428228363
